time,open,high,low,close,volume
2025-01-06T04:00:00Z,2405.4,2408.45,2403.4,2406.25,2020
2025-01-06T05:00:00Z,2406.25,2409.3,2404.25,2407.1,2075
2025-01-06T06:00:00Z,2407.1,2410.15,2405.1,2407.95,2130
2025-01-06T07:00:00Z,2407.95,2411.0,2405.95,2408.8,2185
2025-01-06T08:00:00Z,2408.8,2411.85,2406.8,2409.65,2240
2025-01-06T09:00:00Z,2409.65,2412.7,2407.65,2410.5,2295
2025-01-06T10:00:00Z,2410.5,2413.55,2408.5,2411.35,2350
2025-01-06T11:00:00Z,2411.35,2414.4,2409.35,2412.2,2405
2025-01-06T12:00:00Z,2412.2,2415.25,2410.2,2413.05,2460
2025-01-06T13:00:00Z,2413.05,2416.1,2411.05,2413.9,2515
2025-01-06T14:00:00Z,2413.9,2416.95,2411.9,2414.75,2570
2025-01-06T15:00:00Z,2414.75,2417.8,2412.75,2415.6,2625
2025-01-06T16:00:00Z,2415.6,2418.65,2413.6,2416.45,2680
2025-01-06T17:00:00Z,2416.45,2419.5,2414.45,2417.3,2735
2025-01-06T18:00:00Z,2417.3,2420.35,2415.3,2418.15,2790
2025-01-06T19:00:00Z,2418.15,2421.2,2416.15,2419.0,2845
2025-01-06T20:00:00Z,2419.0,2421.55,2417.0,2419.35,2900
2025-01-06T21:00:00Z,2419.35,2421.9,2417.35,2419.7,2955
2025-01-06T22:00:00Z,2419.7,2422.25,2417.7,2420.05,3010
2025-01-06T23:00:00Z,2420.05,2422.6,2418.05,2420.4,3065
2025-01-07T00:00:00Z,2420.4,2422.95,2418.4,2420.75,1800
2025-01-07T01:00:00Z,2420.75,2423.3,2418.75,2421.1,1855
2025-01-07T02:00:00Z,2421.1,2423.65,2419.1,2421.45,1910
2025-01-07T03:00:00Z,2421.45,2424.0,2419.45,2421.8,1965
2025-01-07T04:00:00Z,2421.8,2424.35,2419.8,2422.15,2020
2025-01-07T05:00:00Z,2422.15,2424.7,2420.15,2422.5,2075
2025-01-07T06:00:00Z,2422.5,2424.7,2414.35,2416.35,2130
2025-01-07T07:00:00Z,2416.35,2418.55,2408.2,2410.2,2185
2025-01-07T08:00:00Z,2410.2,2412.4,2402.05,2404.05,2240
2025-01-07T09:00:00Z,2404.05,2406.25,2395.9,2397.9,2295
2025-01-07T10:00:00Z,2397.9,2400.1,2389.75,2391.75,2350
2025-01-07T11:00:00Z,2391.75,2402.1,2389.75,2399.9,2405
2025-01-07T12:00:00Z,2399.9,2410.25,2397.9,2408.05,2460
2025-01-07T13:00:00Z,2408.05,2410.6,2406.05,2408.4,2515
2025-01-07T14:00:00Z,2408.4,2410.95,2406.4,2408.75,2570
2025-01-07T15:00:00Z,2408.75,2411.3,2406.75,2409.1,2625
2025-01-07T16:00:00Z,2409.1,2411.65,2407.1,2409.45,2680
2025-01-07T17:00:00Z,2409.45,2412.0,2407.45,2409.8,2735
2025-01-07T18:00:00Z,2409.8,2412.35,2407.8,2410.15,2790
2025-01-07T19:00:00Z,2410.15,2412.7,2408.15,2410.5,2845
2025-01-07T20:00:00Z,2410.5,2413.05,2408.5,2410.85,2900
2025-01-07T21:00:00Z,2410.85,2413.4,2408.85,2411.2,2955
2025-01-07T22:00:00Z,2411.2,2413.75,2409.2,2411.55,3010
2025-01-07T23:00:00Z,2411.55,2414.1,2409.55,2411.9,3065
2025-01-08T00:00:00Z,2411.9,2414.45,2409.9,2412.25,1800
2025-01-08T01:00:00Z,2412.25,2414.8,2410.25,2412.6,1855
2025-01-08T02:00:00Z,2412.6,2415.15,2410.6,2412.95,1910
2025-01-08T03:00:00Z,2412.95,2415.5,2410.95,2413.3,1965
2025-01-08T04:00:00Z,2413.3,2415.85,2411.3,2413.65,2020
2025-01-08T05:00:00Z,2413.65,2416.2,2411.65,2414.0,2075
2025-01-08T06:00:00Z,2414.0,2416.55,2412.0,2414.35,2130
2025-01-08T07:00:00Z,2414.35,2416.9,2412.35,2414.7,2185
2025-01-08T08:00:00Z,2414.7,2417.25,2412.7,2415.05,2240
2025-01-08T09:00:00Z,2415.05,2417.6,2413.05,2415.4,2295
2025-01-08T10:00:00Z,2415.4,2417.95,2413.4,2415.75,2350
2025-01-08T11:00:00Z,2415.75,2418.3,2413.75,2416.1,2405
2025-01-08T12:00:00Z,2416.1,2418.65,2414.1,2416.45,2460
2025-01-08T13:00:00Z,2416.45,2419.0,2414.45,2416.8,2515
2025-01-08T14:00:00Z,2416.8,2419.35,2414.8,2417.15,2570
2025-01-08T15:00:00Z,2417.15,2419.7,2415.15,2417.5,2625
2025-01-08T16:00:00Z,2417.5,2420.05,2415.5,2417.85,2680
2025-01-08T17:00:00Z,2417.85,2420.4,2415.85,2418.2,2735
2025-01-08T18:00:00Z,2418.2,2420.75,2416.2,2418.55,2790
2025-01-08T19:00:00Z,2418.55,2421.1,2416.55,2418.9,2845
2025-01-08T20:00:00Z,2418.9,2421.45,2416.9,2419.25,2900
2025-01-08T21:00:00Z,2419.25,2421.8,2417.25,2419.6,2955
2025-01-08T22:00:00Z,2419.6,2422.15,2417.6,2419.95,3010
2025-01-08T23:00:00Z,2419.95,2422.5,2417.95,2420.3,3065
2025-01-09T00:00:00Z,2420.3,2422.85,2418.3,2420.65,1800
2025-01-09T01:00:00Z,2420.65,2423.2,2418.65,2421.0,1855
2025-01-09T02:00:00Z,2421.0,2423.55,2419.0,2421.35,1910
2025-01-09T03:00:00Z,2421.35,2423.9,2419.35,2421.7,1965
2025-01-09T04:00:00Z,2421.7,2424.25,2419.7,2422.05,2020
2025-01-09T05:00:00Z,2422.05,2424.6,2420.05,2422.4,2075
2025-01-09T06:00:00Z,2422.4,2424.95,2420.4,2422.75,2130
2025-01-09T07:00:00Z,2422.75,2425.3,2420.75,2423.1,2185
2025-01-09T08:00:00Z,2423.1,2425.65,2421.1,2423.45,2240
2025-01-09T09:00:00Z,2423.45,2426.0,2421.45,2423.8,2295
2025-01-09T10:00:00Z,2423.8,2426.35,2421.8,2424.15,2350
2025-01-09T11:00:00Z,2424.15,2426.7,2422.15,2424.5,2405
2025-01-09T12:00:00Z,2424.5,2427.05,2422.5,2424.85,2460
2025-01-09T13:00:00Z,2424.85,2427.4,2422.85,2425.2,2515
2025-01-09T14:00:00Z,2425.2,2427.75,2423.2,2425.55,2570
2025-01-09T15:00:00Z,2425.55,2428.1,2423.55,2425.9,2625
2025-01-09T16:00:00Z,2425.9,2428.45,2423.9,2426.25,2680
2025-01-09T17:00:00Z,2426.25,2428.8,2424.25,2426.6,2735
2025-01-09T18:00:00Z,2426.6,2429.15,2424.6,2426.95,2790
2025-01-09T19:00:00Z,2426.95,2429.5,2424.95,2427.3,2845
2025-01-09T20:00:00Z,2427.3,2429.85,2425.3,2427.65,2900
2025-01-09T21:00:00Z,2427.65,2430.2,2425.65,2428.0,2955
2025-01-09T22:00:00Z,2428.0,2430.55,2426.0,2428.35,3010
2025-01-09T23:00:00Z,2428.35,2430.9,2426.35,2428.7,3065
2025-01-10T00:00:00Z,2428.7,2431.25,2426.7,2429.05,1800
2025-01-10T01:00:00Z,2429.05,2431.6,2427.05,2429.4,1855
2025-01-10T02:00:00Z,2429.4,2431.95,2427.4,2429.75,1910
2025-01-10T03:00:00Z,2429.75,2432.3,2427.75,2430.1,1965
2025-01-10T04:00:00Z,2430.1,2433.25,2428.1,2431.05,2020
2025-01-10T05:00:00Z,2431.05,2434.2,2429.05,2432.0,2075
2025-01-10T06:00:00Z,2432.0,2435.15,2430.0,2432.95,2130
2025-01-10T07:00:00Z,2432.95,2436.1,2430.95,2433.9,2185
2025-01-10T08:00:00Z,2433.9,2437.05,2431.9,2434.85,2240
2025-01-10T09:00:00Z,2434.85,2438.0,2432.85,2435.8,2295
2025-01-10T10:00:00Z,2435.8,2438.95,2433.8,2436.75,2350
2025-01-10T11:00:00Z,2436.75,2439.9,2434.75,2437.7,2405
2025-01-10T12:00:00Z,2437.7,2440.85,2435.7,2438.65,2460
2025-01-10T13:00:00Z,2438.65,2441.8,2436.65,2439.6,2515
2025-01-10T14:00:00Z,2439.6,2442.75,2437.6,2440.55,2570
2025-01-10T15:00:00Z,2440.55,2443.7,2438.55,2441.5,2625
2025-01-10T16:00:00Z,2441.5,2444.65,2439.5,2442.45,2680
2025-01-10T17:00:00Z,2442.45,2445.6,2440.45,2443.4,2735
2025-01-10T18:00:00Z,2443.4,2446.55,2441.4,2444.35,2790
2025-01-10T19:00:00Z,2444.35,2447.5,2442.35,2445.3,2845
2025-01-10T20:00:00Z,2445.3,2448.45,2443.3,2446.25,2900
2025-01-10T21:00:00Z,2446.25,2449.4,2444.25,2447.2,2955
2025-01-10T22:00:00Z,2447.2,2450.35,2445.2,2448.15,3010
2025-01-10T23:00:00Z,2448.15,2451.3,2446.15,2449.1,3065
2025-01-11T00:00:00Z,2449.1,2452.25,2447.1,2450.05,1800
2025-01-11T01:00:00Z,2450.05,2453.2,2448.05,2451.0,1855
2025-01-11T02:00:00Z,2451.0,2454.15,2449.0,2451.95,1910
2025-01-11T03:00:00Z,2451.95,2455.1,2449.95,2452.9,1965
2025-01-11T04:00:00Z,2452.9,2456.05,2450.9,2453.85,2020
2025-01-11T05:00:00Z,2453.85,2457.0,2451.85,2454.8,2075
2025-01-11T06:00:00Z,2454.8,2457.95,2452.8,2455.75,2130
2025-01-11T07:00:00Z,2455.75,2458.9,2453.75,2456.7,2185
2025-01-11T08:00:00Z,2456.7,2459.85,2454.7,2457.65,2240
2025-01-11T09:00:00Z,2457.65,2460.8,2455.65,2458.6,2295
2025-01-11T10:00:00Z,2458.6,2461.75,2456.6,2459.55,2350
2025-01-11T11:00:00Z,2459.55,2462.7,2457.55,2460.5,2405
2025-01-11T12:00:00Z,2460.5,2463.65,2458.5,2461.45,2460
2025-01-11T13:00:00Z,2461.45,2464.6,2459.45,2462.4,2515
2025-01-11T14:00:00Z,2462.4,2465.55,2460.4,2463.35,2570
2025-01-11T15:00:00Z,2463.35,2465.55,2455.8,2457.8,2625
2025-01-11T16:00:00Z,2457.8,2460.0,2450.25,2452.25,2680
2025-01-11T17:00:00Z,2452.25,2454.45,2444.7,2446.7,2735
2025-01-11T18:00:00Z,2446.7,2448.9,2439.15,2441.15,2790
2025-01-11T19:00:00Z,2441.15,2452.1,2439.15,2449.9,2845
2025-01-11T20:00:00Z,2449.9,2460.85,2447.9,2458.65,2900
2025-01-11T21:00:00Z,2458.65,2469.6,2456.65,2467.4,2955
2025-01-11T22:00:00Z,2467.4,2470.55,2465.4,2468.35,3010
2025-01-11T23:00:00Z,2468.35,2471.5,2466.35,2469.3,3065
2025-01-12T00:00:00Z,2469.3,2472.45,2467.3,2470.25,1800
2025-01-12T01:00:00Z,2470.25,2473.4,2468.25,2471.2,1855
2025-01-12T02:00:00Z,2471.2,2474.35,2469.2,2472.15,1910
2025-01-12T03:00:00Z,2472.15,2475.3,2470.15,2473.1,1965
2025-01-12T04:00:00Z,2473.1,2476.25,2471.1,2474.05,2020
2025-01-12T05:00:00Z,2474.05,2477.2,2472.05,2475.0,2075
2025-01-12T06:00:00Z,2475.0,2478.15,2473.0,2475.95,2130
2025-01-12T07:00:00Z,2475.95,2479.1,2473.95,2476.9,2185
2025-01-12T08:00:00Z,2476.9,2480.05,2474.9,2477.85,2240
2025-01-12T09:00:00Z,2477.85,2481.0,2475.85,2478.8,2295
2025-01-12T10:00:00Z,2478.8,2481.95,2476.8,2479.75,2350
2025-01-12T11:00:00Z,2479.75,2482.9,2477.75,2480.7,2405
2025-01-12T12:00:00Z,2480.7,2483.85,2478.7,2481.65,2460
2025-01-12T13:00:00Z,2481.65,2484.8,2479.65,2482.6,2515
2025-01-12T14:00:00Z,2482.6,2485.75,2480.6,2483.55,2570
2025-01-12T15:00:00Z,2483.55,2486.7,2481.55,2484.5,2625
2025-01-12T16:00:00Z,2484.5,2487.65,2482.5,2485.45,2680
2025-01-12T17:00:00Z,2485.45,2488.6,2483.45,2486.4,2735
2025-01-12T18:00:00Z,2486.4,2489.55,2484.4,2487.35,2790
2025-01-12T19:00:00Z,2487.35,2490.5,2485.35,2488.3,2845
2025-01-12T20:00:00Z,2488.3,2491.45,2486.3,2489.25,2900
2025-01-12T21:00:00Z,2489.25,2492.4,2487.25,2490.2,2955
2025-01-12T22:00:00Z,2490.2,2493.35,2488.2,2491.15,3010
2025-01-12T23:00:00Z,2491.15,2494.3,2489.15,2492.1,3065
2025-01-13T00:00:00Z,2492.1,2495.25,2490.1,2493.05,1800
2025-01-13T01:00:00Z,2493.05,2496.2,2491.05,2494.0,1855
2025-01-13T02:00:00Z,2494.0,2497.15,2492.0,2494.95,1910
2025-01-13T03:00:00Z,2494.95,2498.1,2492.95,2495.9,1965
2025-01-13T04:00:00Z,2495.9,2499.05,2493.9,2496.85,2020
2025-01-13T05:00:00Z,2496.85,2500.0,2494.85,2497.8,2075
2025-01-13T06:00:00Z,2497.8,2500.95,2495.8,2498.75,2130
2025-01-13T07:00:00Z,2498.75,2501.9,2496.75,2499.7,2185
2025-01-13T08:00:00Z,2499.7,2502.85,2497.7,2500.65,2240
2025-01-13T09:00:00Z,2500.65,2503.8,2498.65,2501.6,2295
2025-01-13T10:00:00Z,2501.6,2504.75,2499.6,2502.55,2350
2025-01-13T11:00:00Z,2502.55,2505.7,2500.55,2503.5,2405
2025-01-13T12:00:00Z,2503.5,2506.65,2501.5,2504.45,2460
2025-01-13T13:00:00Z,2504.45,2507.6,2502.45,2505.4,2515
2025-01-13T14:00:00Z,2505.4,2508.55,2503.4,2506.35,2570
2025-01-13T15:00:00Z,2506.35,2509.5,2504.35,2507.3,2625
2025-01-13T16:00:00Z,2507.3,2510.45,2505.3,2508.25,2680
2025-01-13T17:00:00Z,2508.25,2511.4,2506.25,2509.2,2735
2025-01-13T18:00:00Z,2509.2,2512.35,2507.2,2510.15,2790
2025-01-13T19:00:00Z,2510.15,2513.3,2508.15,2511.1,2845
2025-01-13T20:00:00Z,2511.1,2514.25,2509.1,2512.05,2900
2025-01-13T21:00:00Z,2512.05,2515.2,2510.05,2513.0,2955
2025-01-13T22:00:00Z,2513.0,2516.15,2511.0,2513.95,3010
2025-01-13T23:00:00Z,2513.95,2517.1,2511.95,2514.9,3065
2025-01-14T00:00:00Z,2514.9,2518.05,2512.9,2515.85,1800
2025-01-14T01:00:00Z,2515.85,2519.0,2513.85,2516.8,1855
2025-01-14T02:00:00Z,2516.8,2519.95,2514.8,2517.75,1910
2025-01-14T03:00:00Z,2517.75,2520.9,2515.75,2518.7,1965
2025-01-14T04:00:00Z,2518.7,2521.85,2516.7,2519.65,2020
2025-01-14T05:00:00Z,2519.65,2522.8,2517.65,2520.6,2075
2025-01-14T06:00:00Z,2520.6,2523.75,2518.6,2521.55,2130
2025-01-14T07:00:00Z,2521.55,2524.7,2519.55,2522.5,2185
2025-01-14T08:00:00Z,2522.5,2525.65,2520.5,2523.45,2240
2025-01-14T09:00:00Z,2523.45,2526.6,2521.45,2524.4,2295
2025-01-14T10:00:00Z,2524.4,2527.55,2522.4,2525.35,2350
2025-01-14T11:00:00Z,2525.35,2528.5,2523.35,2526.3,2405
2025-01-14T12:00:00Z,2526.3,2529.45,2524.3,2527.25,2460
2025-01-14T13:00:00Z,2527.25,2530.4,2525.25,2528.2,2515
2025-01-14T14:00:00Z,2528.2,2531.35,2526.2,2529.15,2570
2025-01-14T15:00:00Z,2529.15,2532.3,2527.15,2530.1,2625
2025-01-14T16:00:00Z,2530.1,2533.25,2528.1,2531.05,2680
2025-01-14T17:00:00Z,2531.05,2534.2,2529.05,2532.0,2735
2025-01-14T18:00:00Z,2532.0,2535.15,2530.0,2532.95,2790
2025-01-14T19:00:00Z,2532.95,2536.1,2530.95,2533.9,2845
2025-01-14T20:00:00Z,2533.9,2537.05,2531.9,2534.85,2900
2025-01-14T21:00:00Z,2534.85,2538.0,2532.85,2535.8,2955
2025-01-14T22:00:00Z,2535.8,2538.95,2533.8,2536.75,3010
2025-01-14T23:00:00Z,2536.75,2539.9,2534.75,2537.7,3065
2025-01-15T00:00:00Z,2537.7,2540.85,2535.7,2538.65,1800
2025-01-15T01:00:00Z,2538.65,2541.8,2536.65,2539.6,1855
2025-01-15T02:00:00Z,2539.6,2542.75,2537.6,2540.55,1910
2025-01-15T03:00:00Z,2540.55,2543.7,2538.55,2541.5,1965
2025-01-15T04:00:00Z,2541.5,2544.65,2539.5,2542.45,2020
2025-01-15T05:00:00Z,2542.45,2545.6,2540.45,2543.4,2075
2025-01-15T06:00:00Z,2543.4,2546.55,2541.4,2544.35,2130
2025-01-15T07:00:00Z,2544.35,2547.5,2542.35,2545.3,2185
2025-01-15T08:00:00Z,2545.3,2548.45,2543.3,2546.25,2240
2025-01-15T09:00:00Z,2546.25,2549.4,2544.25,2547.2,2295
2025-01-15T10:00:00Z,2547.2,2550.35,2545.2,2548.15,2350
2025-01-15T11:00:00Z,2548.15,2551.3,2546.15,2549.1,2405
2025-01-15T12:00:00Z,2549.1,2552.25,2547.1,2550.05,2460
2025-01-15T13:00:00Z,2550.05,2553.2,2548.05,2551.0,2515
2025-01-15T14:00:00Z,2551.0,2554.15,2549.0,2551.95,2570
2025-01-15T15:00:00Z,2551.95,2555.1,2549.95,2552.9,2625
2025-01-15T16:00:00Z,2552.9,2556.05,2550.9,2553.85,2680
2025-01-15T17:00:00Z,2553.85,2557.0,2551.85,2554.8,2735
2025-01-15T18:00:00Z,2554.8,2557.95,2552.8,2555.75,2790
2025-01-15T19:00:00Z,2555.75,2558.9,2553.75,2556.7,2845
2025-01-15T20:00:00Z,2556.7,2559.85,2554.7,2557.65,2900
2025-01-15T21:00:00Z,2557.65,2560.8,2555.65,2558.6,2955
2025-01-15T22:00:00Z,2558.6,2561.75,2556.6,2559.55,3010
2025-01-15T23:00:00Z,2559.55,2562.7,2557.55,2560.5,3065
